sistema,num_cicloe,calle_prin,calle_secu,colonia,alcaldia,latitud,longitud,sitio_de_e,estatus
Ecobici,707,Irlanda,Av. Division del Norte,Parque San Andres,Coyoacan,19.348076,-99.14906,Arroyo,Instalada
Ecobici,708,Irlanda,Canada,Parque San Andres,Coyoacan,19.346489,-99.145828,Arroyo,Instalada
Ecobici,709,Inglaterra,Antigua Taxque<f1>a,Parque San Andres,Coyoacan,19.344271,-99.149973,Arroyo,Instalada
Ecobici,594,Xochicalco,Obrero Mundial,Piedad Narvarte,Benito Juarez,19.402277,-99.153294,Arroyo,Instalada
Ecobici,498,Avenida de los Maestros,Plan de Agua Prieta,Plutarco Elias Calles,Miguel Hidalgo,19.453197,-99.16645,Arroyo,Instalada
Ecobici,500,Ferrocarril de Cuernavaca,Juan Sarabia,Plutarco Elias Calles,Miguel Hidalgo,19.456546,-99.169344,Arroyo,Instalada
Ecobici,198,Socrates,Av. Ejercito Nacional,Polanco,Miguel Hidalgo,19.438168,-99.203888,Arroyo,Instalada
Ecobici,199,Anatole France,Av. Ejercito Nacional,Polanco,Miguel Hidalgo,19.437934,-99.197241,Arroyo,Instalada
Ecobici,200,Emerson,Av. Ejercito Nacional,Polanco,Miguel Hidalgo,19.437596,-99.188785,Arroyo,Instalada
Ecobici,201,Lope de Vega,Av. Ejercito Nacional,Polanco,Miguel Hidalgo,19.437431,-99.187215,Arroyo,Instalada
Ecobici,202,Calderon de la Barca,Homero,Polanco,Miguel Hidalgo,19.436064,-99.198898,Arroyo,Instalada
Ecobici,203,Tennyson,Homero,Polanco,Miguel Hidalgo,19.435985,-99.194832,Arroyo,Instalada
Ecobici,204,Temistocles,Homero,Polanco,Miguel Hidalgo,19.435882,-99.19152,Arroyo,Instalada
Ecobici,205,Taine,Homero,Polanco,Miguel Hidalgo,19.435525,-99.184713,Arroyo,Instalada
Ecobici,206,Homero,Av. Moliere,Polanco,Miguel Hidalgo,19.436142,-99.200996,Arroyo,Instalada
Ecobici,207,Torcuato Tasso,Homero,Polanco,Miguel Hidalgo,19.434861,-99.183322,Arroyo,Instalada
Ecobici,208,Hesiodo,Lamartine,Polanco,Miguel Hidalgo,19.434182,-99.189835,Arroyo,Instalada
Ecobici,209,Solon,Horacio,Polanco,Miguel Hidalgo,19.435478,-99.206359,Arroyo,Instalada
Ecobici,210,Eugenio Sue,Horacio,Polanco,Miguel Hidalgo,19.434076,-99.194091,Arroyo,Instalada
Ecobici,211,Isaac Newton,Horacio,Polanco,Miguel Hidalgo,19.433607,-99.188528,Arroyo,Instalada
Ecobici,212,Hegel,Horacio,Polanco,Miguel Hidalgo,19.433567,-99.188096,Arroyo,Instalada
Ecobici,213,Solon,Ciceron,Polanco,Miguel Hidalgo,19.434361,-99.206342,Arroyo,Instalada
Ecobici,214,Platon,Horacio,Polanco,Miguel Hidalgo,19.434353,-99.20322,Arroyo,Instalada
Ecobici,215,Edgar Alan Poe,Horacio,Polanco,Miguel Hidalgo,19.43384,-99.19968,Arroyo,Instalada
Ecobici,216,Alejandro Dumas,Horacio,Polanco,Miguel Hidalgo,19.433419,-99.195746,Arroyo,Instalada
Ecobici,217,Euler,Horacio,Polanco,Miguel Hidalgo,19.432888,-99.183605,Arroyo,Instalada
Ecobici,218,Hegel,Ibarbourou,Polanco,Miguel Hidalgo,19.432451,-99.188033,Arroyo,Instalada
Ecobici,219,Esopo,Ferrocarril de Cuernavaca,Polanco,Miguel Hidalgo,19.433542,-99.207808,Arroyo,Instalada
Ecobici,220,Plinio,Presidente Masaryk,Polanco,Miguel Hidalgo,19.432655,-99.205727,Arroyo,Instalada
Ecobici,221,Emilio Castelar,Presidente Masaryk,Polanco,Miguel Hidalgo,19.431799,-99.201565,Arroyo,Instalada
Ecobici,222,Alejandro Dumas,Presidente Masaryk,Polanco,Miguel Hidalgo,19.431417,-99.195774,Arroyo,Instalada
Ecobici,223,Isaac Newton,Presidente Masaryk,Polanco,Miguel Hidalgo,19.431242,-99.191613,Arroyo,Instalada
Ecobici,224,Hegel,Presidente Masaryk,Polanco,Miguel Hidalgo,19.431255,-99.188065,Arroyo,Instalada
Ecobici,225,Petrarca,Presidente Masaryk,Polanco,Miguel Hidalgo,19.431172,-99.185612,Arroyo,Instalada
Ecobici,226,Wallon,Presidente Masaryk,Polanco,Miguel Hidalgo,19.431033,-99.18222,Arroyo,Instalada
Ecobici,227,Campos Eliseos,Periferico,Polanco,Miguel Hidalgo,19.431791,-99.207373,Arroyo,Instalada
Ecobici,228,Campos Eliseos,Lafontaine,Polanco,Miguel Hidalgo,19.427705,-99.19912,Arroyo,Instalada
Ecobici,229,Carlos Dickens,Seneca,Polanco,Miguel Hidalgo,19.430515,-99.203331,Banqueta,Instalada
Ecobici,230,Edgar Allan Poe,Carlos Dickens,Polanco,Miguel Hidalgo,19.430098,-99.200074,Banqueta,Instalada
Ecobici,231,Isaac Newton,Aristoteles,Polanco,Miguel Hidalgo,19.42977,-99.19349,Arroyo,Instalada
Ecobici,232,Taine,Ruben Dario,Polanco,Miguel Hidalgo,19.42894,-99.185389,Arroyo,Instalada
Ecobici,233,Julio Verne,Luis G. Urbina,Polanco,Miguel Hidalgo,19.429314,-99.196965,Arroyo,Instalada
Ecobici,234,Tres Picos,Arquimedes,Polanco,Miguel Hidalgo,19.42783,-99.191539,Arroyo,Instalada
Ecobici,239,Rincon del Bosque,Ruben Dario,Polanco,Miguel Hidalgo,19.430153,-99.181355,Arroyo,Instalada
Ecobici,240,Ejercito Nacional,Ferrocarril de Cuernavaca,Polanco,Miguel Hidalgo,19.438551,-99.206298,Camell<f3>n,Instalada
Ecobici,241,Ejercito Nacional,Juan Vazquez de la Mella,Polanco,Miguel Hidalgo,19.438616,-99.207577,Camell<f3>n,Instalada
Ecobici,242,Av. Moliere,Blvd. Miguel de Cervantes Saavedra,Polanco,Miguel Hidalgo,19.440195,-99.200715,Arroyo,Instalada
Ecobici,451,Campos Eliseos,Goldsmith,Polanco,Miguel Hidalgo,19.428847,-99.201299,Arroyo,Instalada
Ecobici,235-236,Campos Eliseos,Av. Moliere,Polanco,Miguel Hidalgo,19.429332,-99.202181,Arroyo,Instalada
Ecobici,237-238,Andres Bello,George Eliot,Polanco,Miguel Hidalgo,19.426744,-99.193986,Arroyo,Instalada
Ecobici,460,Juan Vazquez de Mella,Homero,Polanco Seccion I/ Los Morales,Miguel Hidalgo,19.437014,-99.207932,Arroyo,Instalada
Ecobici,481,Lago Garda,Mariano Escobedo,Popotla,Miguel Hidalgo,19.449367,-99.182461,Arroyo,Instalada
Ecobici,502,Mar Mediterraneo,Callejon de la Zanja,Popotla,Miguel Hidalgo,19.453432,-99.174636,Arroyo,Instalada
Ecobici,504,Mar Blanco,Calzada Mexico Tacuba,Popotla,Miguel Hidalgo,19.455343,-99.179056,Arroyo,Instalada
Ecobici,505,Mar Negro,Eje 4 Poniente,Popotla,Miguel Hidalgo,19.4553348,-99.1814278,Arroyo,Instalada
Ecobici,631,Miguel Laurent,Eje Central Lazaro Cardenas,Portales,Benito Juarez,19.372907,-99.149207,Arroyo,Instalada
Ecobici,632,Victor Hugo,Sevilla,Portales,Benito Juarez,19.370891,-99.151577,Arroyo,Instalada
Ecobici,634,Rumania,Avenida Victor Hugo,Portales,Benito Juarez,19.370133,-99.145866,Arroyo,Instalada
Ecobici,635,Calzada Santa Cruz,Antillas,Portales,Benito Juarez,19.370586,-99.142294,Arroyo,Instalada
Ecobici,636,Ajusco,Antillas,Portales,Benito Juarez,19.367131,-99.142838,Arroyo,Instalada
Ecobici,637,Ajusco,Emperadores,Portales,Benito Juarez,19.36576,-99.144413,Arroyo,Instalada
Ecobici,638,Av. Pirineos,Antillas,Portales,Benito Juarez,19.361743,-99.143867,Arroyo,Instalada
Ecobici,639,Bulgaria,Rumania,Portales,Benito Juarez,19.364528,-99.146988,Arroyo,Instalada
Ecobici,640,Odesa,Bulgaria,Portales,Benito Juarez,19.367465,-99.148786,Arroyo,Instalada
Ecobici,641,Sevilla,Av. Presidentes,Portales,Benito Juarez,19.368109,-99.151863,Arroyo,Instalada
Ecobici,642,Avenida Republicas,Monrovia,Portales,Benito Juarez,19.364001,-99.150422,Arroyo,Instalada
Ecobici,643,Filipinas,Av. Pirineos,Portales,Benito Juarez,19.362323,-99.148805,Arroyo,Instalada
Ecobici,644,Monrovia,Eje 8 Sur Av. Popocatepetl,Portales,Benito Juarez,19.361371,-99.150619,Arroyo,Instalada
Ecobici,645,Saratoga,Ajusco,Portales,Benito Juarez,19.358634,-99.152732,Arroyo,Instalada
Ecobici,646,Rumania,Eje 8 Sur Av. Popocatepetl,Portales,Benito Juarez,19.36053,-99.1475,Arroyo,Instalada
Ecobici,647,Alhambra,Avenida Nevado,Portales,Benito Juarez,19.359093,-99.145247,Arroyo,Instalada
Ecobici,404,Miguel Laurent,Av. Division del Norte,Portales Norte,Benito Juarez,19.373833,-99.157433,Arroyo,Instalada
Ecobici,405,Division del Norte,Municipio Libre,Portales Norte,Benito Juarez,19.3705556,-99.15666667,Banqueta,Instalada
Ecobici,602,Correspondencia,Eje Central Lazaro Cardenas,Postal,Benito Juarez,19.392523,-99.146194,Arroyo,Instalada
Ecobici,604,Andalucia,Carteros,Postal,Benito Juarez,19.390945,-99.142972,Arroyo,Instalada
Ecobici,607,Union Postal,Calzada de Tlalpan,Postal,Benito Juarez,19.390924,-99.13895,Arroyo,Instalada
Ecobici,407,Prolongacion Xochicalco,General Emiliano Zapata,Residencial Emperadores,Benito Juarez,19.367209,-99.15872,Arroyo,Instalada
Ecobici,125,Morelia,Circular de Morelia,Roma Norte,Cuauhtemoc,19.424197,-99.156127,Arroyo,Instalada
Ecobici,126,Jalapa,Puebla,Roma Norte,Cuauhtemoc,19.422288,-99.162138,Arroyo,Instalada
Ecobici,127,Puebla,Merida,Roma Norte,Cuauhtemoc,19.423318,-99.15833,Arroyo,Instalada
Ecobici,128,Orizaba,Rio de Janeiro,Roma Norte,Cuauhtemoc,19.422148,-99.160645,Arroyo,Instalada
Ecobici,129,Tonala,Durango,Roma Norte,Cuauhtemoc,19.4206,-99.163312,Arroyo,Instalada
Ecobici,130,Merida,Durango,Roma Norte,Cuauhtemoc,19.421576,-99.158015,Arroyo,Instalada
Ecobici,131,Colima,Jalapa,Roma Norte,Cuauhtemoc,19.419579,-99.161314,Arroyo,Instalada
Ecobici,132,Colima,Frontera,Roma Norte,Cuauhtemoc,19.420667,-99.15645,Arroyo,Instalada
Ecobici,133,Colima,Morelia,Roma Norte,Cuauhtemoc,19.421138,-99.154725,Arroyo,Instalada
Ecobici,134,Alvaro Obregon,Orizaba,Roma Norte,Cuauhtemoc,19.418304,-99.15956,Camell<f3>n,Instalada
Ecobici,135,Alvaro Obregon,Morelia,Roma Norte,Cuauhtemoc,19.419225,-99.155099,Camell<f3>n,Instalada
Ecobici,136,Alvaro Obregon,Tonala,Roma Norte,Cuauhtemoc,19.417715,-99.162729,Camell<f3>n,Instalada
Ecobici,137,Alvaro Obregon,Merida,Roma Norte,Cuauhtemoc,19.418774,-99.157081,Camell<f3>n,Instalada
Ecobici,138,Guanajuato,Frontera,Roma Norte,Cuauhtemoc,19.417702,-99.155313,Arroyo,Instalada
Ecobici,139,Tonala,Guanajuato,Roma Norte,Cuauhtemoc,19.416128,-99.162097,Arroyo,Instalada
Ecobici,140,Merida,Zacatecas,Roma Norte,Cuauhtemoc,19.416596,-99.156879,Arroyo,Instalada
Ecobici,141,Zacatecas,Luis Cabrera,Roma Norte,Cuauhtemoc,19.415905,-99.15954,Arroyo,Instalada
Ecobici,142,San Luis Potosi,Eje 2 Pte. Monterrey,Roma Norte,Cuauhtemoc,19.413232,-99.164121,Arroyo,Instalada
Ecobici,143,Cordoba,San Luis Potosi,Roma Norte,Cuauhtemoc,19.414303,-99.157542,Arroyo,Instalada
Ecobici,144,Frontera,San Luis Potosi,Roma Norte,Cuauhtemoc,19.415192,-99.154837,Arroyo,Instalada
Ecobici,145,Yucatan,Chiapas,Roma Norte,Cuauhtemoc,19.41286,-99.160661,Arroyo,Instalada
Ecobici,146,Coahuila,Manzanillo,Roma Norte,Cuauhtemoc,19.410737,-99.165716,Arroyo,Instalada
Ecobici,147,Coahuila,Orizaba,Roma Norte,Cuauhtemoc,19.412182,-99.158443,Arroyo,Instalada
Ecobici,148,Coahuila,Av. Cuauhtemoc,Roma Norte,Cuauhtemoc,19.412829,-99.155116,Arroyo,Instalada
Ecobici,449,Acapulco,Puebla,Roma Norte,Cuauhtemoc,19.420281,-99.174392,Arroyo,Instalada
Ecobici,36,Puebla,Veracruz,Roma Norte,Cuauhtemoc,19.41966,-99.17588,Arroyo,Instalada
Ecobici,37,Guadalajara,Puebla,Roma Norte,Cuauhtemoc,19.4204398,-99.1727208,Arroyo,Instalada
Ecobici,38,Cozumel,Puebla,Roma Norte,Cuauhtemoc,19.4208433,-99.1713729,Arroyo,Instalada
Ecobici,39,Puebla,Medellin,Roma Norte,Cuauhtemoc,19.421762,-99.166931,Arroyo,Instalada
Ecobici,40,Oaxaca,Puebla,Roma Norte,Cuauhtemoc,19.422379,-99.164137,Banqueta,Instalada
Ecobici,42,Sinaloa,Valladolid,Roma Norte,Cuauhtemoc,19.420627,-99.16821,Arroyo,Instalada
Ecobici,44,Durango,Veracruz,Roma Norte,Cuauhtemoc,19.418141,-99.174709,Banqueta,Instalada
Ecobici,45,Durango,Sonora,Roma Norte,Cuauhtemoc,19.418749,-99.171942,Banqueta,Instalada
Ecobici,46,Durango,Salamanca,Roma Norte,Cuauhtemoc,19.41919,-99.169764,Arroyo,Instalada
Ecobici,47,Plaza Madrid,Medellin,Roma Norte,Cuauhtemoc,19.41955,-99.166214,Arroyo,Instalada
Ecobici,51,Colima,Oaxaca,Roma Norte,Cuauhtemoc,19.418031,-99.168435,Arroyo,Instalada
Ecobici,56,Alvaro Obregon,Medellin,Roma Norte,Cuauhtemoc,19.417102,-99.165607,Banqueta,Instalada
Ecobici,149,Merida,Antonio M. Anza,Roma Sur,Cuauhtemoc,19.41199,-99.155699,Arroyo,Instalada
Ecobici,150,Campeche,Medellin,Roma Sur,Cuauhtemoc,19.409894,-99.164288,Arroyo,Instalada
Ecobici,151,Campeche,Tonala,Roma Sur,Cuauhtemoc,19.410529,-99.160873,Arroyo,Instalada
Ecobici,152,Tlacotalpan,Campeche,Roma Sur,Cuauhtemoc,19.409098,-99.167181,Arroyo,Instalada
Ecobici,153,Manzanillo,Tlaxcala,Roma Sur,Cuauhtemoc,19.407468,-99.165141,Arroyo,Instalada
Ecobici,154,Tuxpan,Tlaxcala,Roma Sur,Cuauhtemoc,19.406683,-99.167962,Arroyo,Instalada
Ecobici,155,Jalapa,Tlaxcala,Roma Sur,Cuauhtemoc,19.408218,-99.159911,Arroyo,Instalada
Ecobici,156,Tepic,Ario,Roma Sur,Cuauhtemoc,19.406959,-99.163021,Arroyo,Instalada
Ecobici,157,Tepic,Tlacotalpan,Roma Sur,Cuauhtemoc,19.406236,-99.166616,Arroyo,Instalada
Ecobici,161,Quintana Roo,Manzanillo,Roma Sur,Cuauhtemoc,19.405533,-99.164913,Arroyo,Instalada
Ecobici,162,Tehuantepec,Medellin,Roma Sur,Cuauhtemoc,19.404907,-99.162485,Arroyo,Instalada
Ecobici,163,Toluca,Bajio,Roma Sur,Cuauhtemoc,19.405246,-99.15643,Arroyo,Instalada
Ecobici,164,Bajio,Tlacotalpan,Roma Sur,Cuauhtemoc,19.403204,-99.16596,Arroyo,Instalada
Ecobici,165,Bajio,Eje 2 Pte. Monterrey,Roma Sur,Cuauhtemoc,19.404268,-99.160503,Arroyo,Instalada
Ecobici,158-159,Huatabampo,Av. Cuauhtemoc,Roma Sur,Cuauhtemoc,19.407507,-99.155541,Arroyo,Instalada
Ecobici,508,Libertad,Jose Sanchez Trujillo,San Alvaro,Azcapotzalco,19.462421,-99.183614,Banqueta,Instalada
Ecobici,509,Benito Juarez,Venecia,San Alvaro,Azcapotzalco,19.45968,-99.1818,Arroyo,Instalada
Ecobici,683,Pedro Luis Ogazon,Av. Insurgentes,San Angel,Alvaro Obregon,19.3503611,-99.1871111,Arroyo,Instalada
Ecobici,648,Rafael Olivia,20 de Agosto,San Diego Churubusco,Coyoacan,19.354411,-99.147795,Arroyo,Instalada
Ecobici,650,Xicotencatl,Prolongacion Xicotencatl,San Diego Churubusco,Coyoacan,19.355945,-99.149258,Arroyo,Instalada
Ecobici,668,Plateros,Capuchinas,San Jose Insurgentes,Benito Juarez,19.367522,-99.181727,Banqueta,Instalada
Ecobici,669,Los Juarez,Sagredo,San Jose Insurgentes,Benito Juarez,19.37075451,-99.18743854,Arroyo,Instalada
Ecobici,670,Felix Parra,Flamencos,San Jose Insurgentes,Benito Juarez,19.3676,-99.18499167,Arroyo,Instalada
Ecobici,671,Plateros,Jose Maria Velasco,San Jose Insurgentes,Benito Juarez,19.364577,-99.186288,Arroyo,Instalada
Ecobici,672,Jose Maria Velasco,Damas,San Jose Insurgentes,Benito Juarez,19.36295,-99.183161,Arroyo,Instalada
Ecobici,673,Miguel Nore<f1>a,Jose Maria Ibarraran,San Jose Insurgentes,Benito Juarez,19.363153,-99.186963,Arroyo,Instalada
Ecobici,680,Diego Becerra,Av. Revolucion,San Jose Insurgentes,Benito Juarez,19.36672,-99.188409,Arroyo,Instalada
Ecobici,649,Heroes del 47,J. Aguilar y Lopez,San Mateo,Coyoacan,19.35072,-99.146786,Arroyo,Instalada
Ecobici,651,Heroes del 47,Av. Division del Norte,San Mateo,Coyoacan,19.351578,-99.150941,Arroyo,Instalada
Ecobici,184,General Gomez Pedraza,Gobernador Tiburcio Montiel,San Miguel Chapultepec,Miguel Hidalgo,19.414793,-99.185083,Arroyo,Instalada
Ecobici,185,General Antonio Leon,General Pedro Antonio de los Santos,San Miguel Chapultepec,Miguel Hidalgo,19.412776,-99.182805,Arroyo,Instalada
Ecobici,186,Gobernador Gregorio V. Gelati,General Francisco Molinos del Campo,San Miguel Chapultepec,Miguel Hidalgo,19.412455,-99.188489,Arroyo,Instalada
Ecobici,187,General Cano,Gobernador Gregorio V. Gelati,San Miguel Chapultepec,Miguel Hidalgo,19.411227,-99.185514,Arroyo,Instalada
Ecobici,188,Gobernador Melchor Muzquiz,Gobernador Ignacio Esteva,San Miguel Chapultepec,Miguel Hidalgo,19.411711,-99.190139,Arroyo,Instalada
Ecobici,189,Gobernador Rafael Rebollar,Gobernador Jose Ceballos,San Miguel Chapultepec,Miguel Hidalgo,19.410036,-99.187978,Arroyo,Instalada
Ecobici,190,Gobernador Ignacio Esteva,Maestro Jose Vasconcelos,San Miguel Chapultepec,Miguel Hidalgo,19.409577,-99.183818,Arroyo,Instalada
Ecobici,191,Gobernador Rafael Rebollar,Gobernado Vicente Eguia,San Miguel Chapultepec,Miguel Hidalgo,19.40796,-99.187901,Arroyo,Instalada
Ecobici,710,Molino del Rey,Glorieta de la Lealtad,San Miguel Chapultepec,Miguel Hidalgo,19.4168415,-99.1925204,Calzada,Instalada
Ecobici,711,Molino del Rey,Av. Constituyentes,San Miguel Chapultepec,Miguel Hidalgo,19.4136683,-99.1919528,Calzada,Instalada
Ecobici,288,11 de Abril,Avenida 2,San Pedro de los Pinos,Benito Juarez,19.396359,-99.183579,Arroyo,Instalada
Ecobici,310,Calle 1,Patriotismo,San Pedro de los Pinos,Benito Juarez,19.395322,-99.181667,Arroyo,Instalada
Ecobici,312,Avenida 2,Calle 7,San Pedro de los Pinos,Benito Juarez,19.392634,-99.183737,Arroyo,Instalada
Ecobici,328,Avenida 1,Calle 7,San Pedro de los Pinos,Benito Juarez,19.392721,-99.184727,Arroyo,Instalada
Ecobici,329,Calle 13,Avenida 1,San Pedro de los Pinos,Benito Juarez,19.390306,-99.184812,Arroyo,Instalada
Ecobici,330,Calle 15,Avenida Patriotismo,San Pedro de los Pinos,Benito Juarez,19.389358,-99.182606,Arroyo,Instalada
Ecobici,331,Avenida 2,Calle 17,San Pedro de los Pinos,Benito Juarez,19.388748,-99.183924,Arroyo,Instalada
Ecobici,332,Calle 27,Avenida 3,San Pedro de los Pinos,Benito Juarez,19.385494,-99.183744,Arroyo,Instalada
Ecobici,351,Calle 27,Av. Revolucion,San Pedro de los Pinos,Benito Juarez,19.385751,-99.186297,Arroyo,Instalada
Ecobici,103,Joaquin Velazquez de Leon,Garcia Icazbalceta,San Rafael,Cuauhtemoc,19.441533,-99.165268,Arroyo,Instalada
Ecobici,111,Guillermo Prieto,Joaquin Velazquez de Leon,San Rafael,Cuauhtemoc,19.438197,-99.165918,Arroyo,Instalada
Ecobici,160,Alfonso Herrera,Gabino Barreda,San Rafael,Cuauhtemoc,19.440252,-99.163455,Arroyo,Instalada
Ecobici,174,Joaquin Garcia Icazbalceta,Ignacio Manuel Altamirano,San Rafael,Cuauhtemoc,19.441114,-99.161636,Arroyo,Instalada
Ecobici,183,Gabino Barreda,Guillermo Prieto,San Rafael,Cuauhtemoc,19.437665,-99.164018,Arroyo,Instalada
Ecobici,254,Alfonso Herrera,Miguel Schultz,San Rafael,Cuauhtemoc,19.439347,-99.160074,Arroyo,Instalada
Ecobici,255,Jose Rosas Moreno,Guillermo Prieto,San Rafael,Cuauhtemoc,19.437118,-99.161862,Arroyo,Instalada
Ecobici,256,Gomez Farias,Sadi Carnot,San Rafael,Cuauhtemoc,19.437167,-99.158313,Arroyo,Instalada
Ecobici,257,Manuel Maria Conteras,Calz. Manuel Villalongin,San Rafael,Cuauhtemoc,19.433803,-99.166223,Arroyo,Instalada
Ecobici,263,Sadi Carnot,Gomez Farias,San Rafael,Cuauhtemoc,19.436274,-99.158425,Arroyo,Instalada
Ecobici,85,Jose Rosas Moreno,James Sullivan,San Rafael,Cuauhtemoc,19.434081,-99.162434,Arroyo,Instalada
Ecobici,86,Sullivan,Av. Insurgentes,San Rafael,Cuauhtemoc,19.432452,-99.15924,Banqueta,Instalada
Ecobici,531,Norte 67,Poniente 44,San Salvador Xochimanca,Azcapotzalco,19.460356,-99.174283,Arroyo,Instalada
Ecobici,532,Biologo Maximino Martinez,Calzada Camarones,San Salvador Xochimanca,Azcapotzalco,19.4608519,-99.1711992,Arroyo,Instalada
Ecobici,622,Fernando Montes de Oca,Eje 6 Sur,San Simon Ticumac,Benito Juarez,19.378362,-99.144007,Arroyo,Instalada
Ecobici,623,Fernando Montes de Oca,Antonio Rodriguez,San Simon Ticumac,Benito Juarez,19.375518,-99.144118,Arroyo,Instalada
Ecobici,624,Luis Spota,Eje Central Lazaro Cardenas,San Simon Ticumac,Benito Juarez,19.377516,-99.148116,Arroyo,Instalada
Ecobici,633,Canarias,Calzada Santa Cruz,San Simon Ticumac,Benito Juarez,19.372175,-99.146356,Arroyo,Instalada
Ecobici,687,Av. Francisco Sosa,Panzacola,Santa Catarina,Coyoacan,19.349348,-99.179015,Arroyo,Instalada
Ecobici,688,Panzacola,Av. Miguel Angel de Quevedo,Santa Catarina,Coyoacan,19.346975,-99.178791,Arroyo,Instalada
Ecobici,689,G. Perez Valenzuela,Tlapancalco,Santa Catarina,Coyoacan,19.351426,-99.175455,Arroyo,Instalada
Ecobici,690,Tata Vasco,Av. Miguel Angel de Quevedo,Santa Catarina,Coyoacan,19.3459701,-99.17296,Arroyo,Instalada
Ecobici,691,Melchor Ocampo,Dulce Olivia,Santa Catarina,Coyoacan,19.347283,-99.170834,Arroyo,Instalada
Ecobici,692,Presidente Carranza,Francisco Sosa,Santa Catarina,Coyoacan,19.349149,-99.169646,Arroyo,Instalada
Ecobici,401,San Lorenzo,Av. Cuauhtemoc,Santa Cruz Atoyac,Benito Juarez,19.372101,-99.161501,Arroyo,Instalada
Ecobici,402,Uxmal,Municipio Libre,Santa Cruz Atoyac,Benito Juarez,19.370957,-99.158886,Arroyo,Instalada
Ecobici,409,Azores,Av. Division del Norte,Santa Cruz Atoyac,Benito Juarez,19.365125,-99.155477,Arroyo,Instalada
Ecobici,412,Parroquia,Av. Universidad,Santa Cruz Atoyac,Benito Juarez,19.368107,-99.164376,Arroyo,Instalada
Ecobici,427,Avenida Mexico-Coyoacan,Eje 8 Sur Av. Popocatepetl,Santa Cruz Atoyac,Benito Juarez,19.364912,-99.162968,Arroyo,Instalada
Ecobici,429,Pirineos,Eje 8 Sur Av. Popocatepetl,Santa Cruz Atoyac,Benito Juarez,19.363049,-99.158436,Arroyo,Instalada
Ecobici,430,Tripoli,Eje 8 Sur Av. Popocatepetl,Santa Cruz Atoyac,Benito Juarez,19.36205,-99.154976,Arroyo,Instalada
Ecobici,538,Eligio Ancona,Circuito Interior Instituto Tecnico Industrial,Santa Maria la Ribera,Cuauhtemoc,19.453663,-99.163756,Arroyo,Instalada
Ecobici,540,Eucalipto,Av. Ricardo Flores Magon,Santa Maria la Ribera,Cuauhtemoc,19.453975,-99.152525,Arroyo,Instalada
Ecobici,541,Eligio Ancona,Naranjo,Santa Maria la Ribera,Cuauhtemoc,19.45272,-99.158014,Arroyo,Instalada
Ecobici,542,Doctor  Enrique Gozalez Martinez,Eligio Ancona,Santa Maria la Ribera,Cuauhtemoc,19.451838,-99.154584,Arroyo,Instalada
Ecobici,543,Jaime Torres Bodet,Manuel Carpio,Santa Maria la Ribera,Cuauhtemoc,19.450506,-99.157375,Arroyo,Instalada
Ecobici,544,Salvador Diaz Miron,Nogal,Santa Maria la Ribera,Cuauhtemoc,19.449773,-99.163136,Arroyo,Instalada
Ecobici,545,Sabino,Salvador Diaz Miron,Santa Maria la Ribera,Cuauhtemoc,19.449104,-99.159931,Arroyo,Instalada
Ecobici,546,Salvador Diaz Miron,Santa Maria la Ribera,Santa Maria la Ribera,Cuauhtemoc,19.448764,-99.156817,Arroyo,Instalada
Ecobici,547,Doctor Enrique Gonzalez Martinez,Salvador Diaz Miron,Santa Maria la Ribera,Cuauhtemoc,19.44763,-99.1554,Arroyo,Instalada
Ecobici,548,Doctor Mariano Azuela,Jose Antonio Alzate,Santa Maria la Ribera,Cuauhtemoc,19.44701,-99.154318,Arroyo,Instalada
Ecobici,549,Sor Juana Ines de la Cruz,Doctor Atl,Santa Maria la Ribera,Cuauhtemoc,19.4450444,-99.15713333,Arroyo,Instalada
Ecobici,550,Sor Juana Ines de la Cruz,Fresno,Santa Maria la Ribera,Cuauhtemoc,19.4459583,-99.16137222,Arroyo,Instalada
Ecobici,551,Nogal,Av. Ribera de San Cosme,Santa Maria la Ribera,Cuauhtemoc,19.4435806,-99.16488333,Arroyo,Instalada
Ecobici,552,Fresno,Av. Ribera de San Cosme,Santa Maria la Ribera,Cuauhtemoc,19.44310811,-99.16245373,Arroyo,Instalada
Ecobici,553,Jaime Torres Bodet,Av. Ribera de San Cosme,Santa Maria la Ribera,Cuauhtemoc,19.442,-99.15933333,Arroyo,Instalada
Ecobici,554,Heroes Ferrocarrileros,Mariano Azuela,Santa Maria la Ribera,Cuauhtemoc,19.44174727,-99.15563897,Arroyo,Instalada
Ecobici,555,Av. Ribera de San Cosme,Av. Insurgentes Centro,Santa Maria la Ribera,Cuauhtemoc,19.44021597,-99.15616778,Banqueta,Instalada
Ecobici,497,Manuel Carpio,Plan de Ayala,Santo Tomas,Miguel Hidalgo,19.452688,-99.170157,Arroyo,Instalada
Ecobici,520,Salonica,Camarones,Sector Naval,Azcapotzalco,19.47072,-99.17835,Camell<f3>n,Instalada
Ecobici,259,Tomas Alva Edison,Ponciano Arriaga,Tabacalera,Cuauhtemoc,19.437569,-99.15468,Arroyo,Instalada
Ecobici,270,Av. de la Republica,Ponciano Arriaga,Tabacalera,Cuauhtemoc,19.436764,-99.153865,Banqueta,Instalada
Ecobici,450,Ramos Arizpe,Av. Mexico Tenochtitlan,Tabacalera,Cuauhtemoc,19.438228,-99.152269,Arroyo,Instalada
