num_cicloe,nombre_estacion,calle_prin,calle_secu,colonia,alcaldia,latitud,longitud,sitio_de_e
630,Cuicuilco_Motozintla,Cuicuilco,Motozintla,Letran Valle,Benito Juarez,19.375677,-99.152953,Arroyo
631,Miguel Laurent_Eje Central,Miguel Laurent,Eje Central,Portales,Benito Juarez,19.372907,-99.149207,Arroyo
632,Victor Hugo_Sevilla,Victor Hugo,Sevilla,Portales,Benito Juarez,19.370891,-99.151577,Arroyo
633,Canarias_Calzada Santa Cruz,Canarias,Calzada Santa Cruz,San Simon Ticumac,Benito Juarez,19.372175,-99.146356,Arroyo
634,Rumania_Víctor Hugo,Rumania,Víctor Hugo,Portales,Benito Juarez,19.370133,-99.145866,Arroyo
635,Calzada Santa Cruz_Antillas,Calzada Santa Cruz,Antillas,Portales,Benito Juarez,19.370586,-99.142294,Arroyo
636,Ajusco_Antillas,Ajusco,Antillas,Portales,Benito Juarez,19.367131,-99.142838,Arroyo
637,Ajusco_Emperadores,Ajusco,Emperadores,Portales,Benito Juarez,19.36576,-99.144413,Arroyo
638,Av Pirineos_C. Antillas,Av Pirineos,C. Antillas,Portales,Benito Juarez,19.361743,-99.143867,Arroyo
639,Bulgaria_Rumania,Bulgaria,Rumania,Portales,Benito Juarez,19.364528,-99.146988,Arroyo
640,Odesa_Bulgaria,Odesa,Bulgaria,Portales,Benito Juarez,19.367465,-99.148786,Arroyo
641,Sevilla_Av. Presidentes,Sevilla,Av. Presidentes,Portales,Benito Juarez,19.368109,-99.151863,Arroyo
642,Repúblicas_Monrovia,Repúblicas,Monrovia,Portales,Benito Juarez,19.364001,-99.150422,Arroyo
643,Filipinas_Av. Pirineos,Filipinas,Av. Pirineos,Portales,Benito Juarez,19.362323,-99.148805,Arroyo
644,Monrovia_Popocatépetl (Eje 8 Sur),Monrovia,Popocatépetl (Eje 8 Sur),Portales,Benito Juarez,19.361371,-99.150619,Arroyo
645,Saratoga_Ajusco,Saratoga,Ajusco,Portales,Benito Juarez,19.358634,-99.152732,Arroyo
646,Rumania_Av. Popocatépetl,Rumania,Av. Popocatépetl,Portales,Benito Juarez,19.36053,-99.1475,Arroyo
647,Antillas_Nevado,Antillas,Nevado,Portales,Benito Juarez,19.359093,-99.145247,Arroyo
648,Rafael Olivia_20 De Agosto,Rafael Olivia,20 De Agosto,San Diego Churubusco,Coyoacan,19.354411,-99.147795,Arroyo
649,Héroes Del 47_Calzada De Tlalpan,Héroes Del 47,Calzada De Tlalpan,San Mateo,Coyoacan,19.35072,-99.146786,Arroyo
650,Xicoténcatl_Prolongación Xicoténcatl,Xicoténcatl,Prolongación Xicoténcatl,San Diego Churubusco,Coyoacan,19.355945,-99.149258,Arroyo
651,Héroes Del 47_División Del Norte,Héroes Del 47,División Del Norte,San Mateo,Coyoacan,19.351578,-99.150941,Arroyo
652,Xicoténcatl_División Del Norte,Xicoténcatl,División Del Norte,Del Carmen,Coyoacan,19.354876,-99.153611,Arroyo
653,Londres_División Del Norte,Londres,División Del Norte,Del Carmen,Coyoacan,19.35674,-99.15309,Arroyo
654,Londres_San Pedro,Londres,San Pedro,Del Carmen,Coyoacan,19.355942,-99.157461,Arroyo
655,Gomez Farias_Viena,Gomez Farias,Viena,Del Carmen,Coyoacan,19.357076,-99.160189,Arroyo
656,Ignacio Allende_Paris,Ignacio Allende,Paris,Del Carmen,Coyoacan,19.3543111,-99.16243611,Arroyo
657,Madrid_Centenario,Madrid,Centenario,Del Carmen,Coyoacan,19.3574361,-99.16379444,Arroyo
658,Vicente Guerrero_Berlín,Vicente Guerrero,Berlín,Del Carmen,Coyoacan,19.355339,-99.165613,Arroyo
659,Madrid_Avenida Mexico,Madrid,Avenida Mexico,Del Carmen,Coyoacan,19.3564861,-99.16945556,Arroyo
660,Josefa Ortiz De Dominguez_Circuito Interior,Josefa Ortiz De Dominguez,Circuito Interior,Del Carmen,Coyoacan,19.3580028,-99.17010556,Arroyo
661,Madrid_Universidad,Madrid,Universidad,Del Carmen,Coyoacan,19.35675,-99.171769,Arroyo
662,Manzano_Circuito Interior,Manzano,Circuito Interior,Axotla,Alvaro Obregon,19.362041,-99.175158,Arroyo
663,Hortensia_Avenida Universidad,Hortensia,Avenida Universidad,Axotla,Alvaro Obregon,19.3548028,-99.17541944,Arroyo
664,Hortensia_2Da Cerrada De Minerva,Hortensia,2Da Cerrada De Minerva,Florida,Alvaro Obregon,19.355544,-99.178992,Arroyo
665,Moras_Mango,Moras,Mango,Florida,Alvaro Obregon,19.3589028,-99.17799722,Arroyo
666,Moras_Naranjo,Moras,Naranjo,Florida,Alvaro Obregon,19.3614885,-99.17743249,Arroyo
667,Hermes_Mosqueta,Hermes,Mosqueta,Credito Constructor,Benito Juarez,19.3639778,-99.18091389,Arroyo
668,Plateros_Capuchinas,Plateros,Capuchinas,San Jose Insurgentes,Benito Juarez,19.367522,-99.181727,Banqueta
669,Los Juarez_Sagredo,Los Juarez,Sagredo,San Jose Insurgentes,Benito Juarez,19.37075451,-99.18743854,Arroyo
670,Felix Parra_Flamencos,Felix Parra,Flamencos,San Jose Insurgentes,Benito Juarez,19.3676,-99.18499167,Arroyo
671,Plateros_Jose María Velasco,Plateros,Jose María Velasco,San Jose Insurgentes,Benito Juarez,19.364577,-99.186288,Arroyo
672,José María Velasco_Damas,José María Velasco,Damas,San Jose Insurgentes,Benito Juarez,19.36295,-99.183161,Arroyo
673,Miguel Noreña_José María Ibarrarán,Miguel Noreña,José María Ibarrarán,San Jose Insurgentes,Benito Juarez,19.363153,-99.186963,Arroyo
674,Silvestre Revueltas_Macedonio Alcalá,Silvestre Revueltas,Macedonio Alcalá,Guadalupe Inn,Alvaro Obregon,19.361845,-99.186887,Banqueta
675,Manuel Castro Padilla_Av. Revolución,Manuel Castro Padilla,Av. Revolución,Guadalupe Inn,Alvaro Obregon,19.3625527,-99.1889526,Arroyo
676,Ricardo Palmerín_Abundio Martínez,Ricardo Palmerín,Abundio Martínez,Guadalupe Inn,Alvaro Obregon,19.358262,-99.18809,Arroyo
677,Juan Pablo Ii_Av. De Los Insurgentes Sur,Juan Pablo Ii,Av. De Los Insurgentes Sur,Guadalupe Inn,Alvaro Obregon,19.359053,-99.184317,Arroyo
678,Francia_Tecoyotitla,Francia,Tecoyotitla,Florida,Alvaro Obregon,19.35886344,-99.18292974,Arroyo
679,Olivo_Tecoyotitla,Olivo,Tecoyotitla,Florida,Alvaro Obregon,19.354886,-99.184642,Arroyo
680,Diego Becerra_Av. Revolución,Diego Becerra,Av. Revolución,San Jose Insurgentes,Benito Juarez,19.36672,-99.188409,Arroyo
681,Guty Cárdenas_Ricardo Castro,Guty Cárdenas,Ricardo Castro,Guadalupe Inn,Alvaro Obregon,19.355817,-99.189142,Arroyo
682,Manuel M. Ponce_Fernando M. Villalpando,Manuel M. Ponce,Fernando M. Villalpando,Guadalupe Inn,Alvaro Obregon,19.35355,-99.189519,Arroyo
683,Pedro Luis Ogazón_Insurgentes Sur,Pedro Luis Ogazón,Insurgentes Sur,San Angel,Alvaro Obregon,19.3503611,-99.1871111,Arroyo
684,Vito Alessio Robles_Tecoyotitla,Vito Alessio Robles,Tecoyotitla,Guadalupe Chimalistac,Alvaro Obregon,19.351594,-99.184772,Arroyo
685,Av De La Paz_Insurgentes,Av De La Paz,Insurgentes,Guadalupe Chimalistac,Alvaro Obregon,19.347693,-99.187026,Banqueta
686,Vito Alessio Robles_Universidad,Vito Alessio Robles,Universidad,Agricola,Alvaro Obregon,19.352203,-99.178393,Arroyo
687,Francisco Sosa_Panzacola,Francisco Sosa,Panzacola,Santa Catarina,Coyoacan,19.349348,-99.179015,Arroyo
688,Panzacola_Miguel Ángel De Quevedo,Panzacola,Miguel Ángel De Quevedo,Santa Catarina,Coyoacan,19.346975,-99.178791,Arroyo
689,G. Pérez Valenzuela_Salvador Novo,G. Pérez Valenzuela,Salvador Novo,Santa Catarina,Coyoacan,19.351426,-99.175455,Arroyo
690,Tata Vasco_Av. Miguel Ángel De Quevedo,Tata Vasco,Av. Miguel Ángel De Quevedo,Santa Catarina,Coyoacan,19.3459701,-99.17296,Arroyo
691,Melchor Ocampo_Dulce Olivia,Melchor Ocampo,Dulce Olivia,Santa Catarina,Coyoacan,19.347283,-99.170834,Arroyo
692,Presidente Carranza_Francisco Sosa,Presidente Carranza,Francisco Sosa,Santa Catarina,Coyoacan,19.349149,-99.169646,Arroyo
693,Xicoténcatl_Vicente Guerrero,Xicoténcatl,Vicente Guerrero,Del Carmen,Coyoacan,19.352531,-99.164913,Arroyo
694,Ignacio Aldama_Centenario,Ignacio Aldama,Centenario,Del Carmen,Coyoacan,19.353243,-99.163753,Arroyo
695,Malintzin_Allende,Malintzin,Allende,Del Carmen,Coyoacan,19.352143,-99.162096,Arroyo
696,México_Malintzin,México,Malintzin,Del Carmen,Coyoacan,19.35154,-99.164523,Arroyo
697,Francisco Sosa_Tres Cruces,Francisco Sosa,Tres Cruces,Villa Coyoacan,Coyoacan,19.349277,-99.164921,Arroyo
698,Cerrada Zamora_Av. Miguel Ángel De Quevedo,Cerrada Zamora,Av. Miguel Ángel De Quevedo,Villa Coyoacan,Coyoacan,19.344855,-99.163575,Arroyo
699,San Gregorio_Felipe Carrillo Puerto,San Gregorio,Felipe Carrillo Puerto,Villa Coyoacan,Coyoacan,19.346895,-99.163868,Arroyo
700,Abasolo_Miguel Hidalgo,Abasolo,Miguel Hidalgo,Del Carmen,Coyoacan,19.350062,-99.160024,Arroyo
701,Cuauhtémoc_Morelos,Cuauhtémoc,Morelos,Del Carmen,Coyoacan,19.352052,-99.157981,Arroyo
702,Fernández Leal_Plaza De La Conchita,Fernández Leal,Plaza De La Conchita,Barrio La Concepcion,Coyoacan,19.347246,-99.15857,Arroyo
703,Miguel Hidalgo_Calzada General Anaya,Miguel Hidalgo,Calzada General Anaya,Del Carmen,Coyoacan,19.350776,-99.155379,Arroyo
704,Pacífico_Asia,Pacífico,Asia,Barrio La Concepcion,Coyoacan,19.344976,-99.157824,Arroyo
705,Europa_Miguel Ángel De Quevedo,Europa,Miguel Ángel De Quevedo,Parque San Andres,Coyoacan,19.34406,-99.155983,Arroyo
706,Canadá_Acolotitla,Canadá,Acolotitla,Barrio San Lucas,Coyoacan,19.347503,-99.15244,Arroyo
707,Irlanda_División Del Norte,Irlanda,División Del Norte,Parque San Andres,Coyoacan,19.348076,-99.14906,Arroyo
708,Irlanda_Canada,Irlanda,Canada,Parque San Andres,Coyoacan,19.346489,-99.145828,Arroyo
709,Inglaterra_Antigua Taxqueña,Inglaterra,Antigua Taxqueña,Parque San Andres,Coyoacan,19.344271,-99.149973,Arroyo
710,Molino Del Rey_Glorieta De La Lealtad,Molino Del Rey,Glorieta De La Lealtad,San Miguel Chapultepec,Miguel Hidalgo,19.4168415,-99.1925204,Calzada
711,Molino Del Rey_Av. Constituyentes,Molino Del Rey,Av. Constituyentes,San Miguel Chapultepec,Miguel Hidalgo,19.4136683,-99.1919528,Calzada
